contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,symbol,expiry
TSLA251128P00295000,2025-11-07 16:54:57+00:00,295.0,1.04,0.79,0.81,-0.19000006,-15.447159,22.0,932,0.8491226025390625,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00300000,2025-11-07 20:58:40+00:00,300.0,0.85,0.84,0.87,-0.5,-37.037037,206.0,2869,0.8256853369140623,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00305000,2025-11-07 18:28:37+00:00,305.0,0.91,0.9,0.93,-0.44,-32.59259,65.0,187,0.8027363476562499,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00310000,2025-11-07 20:45:44+00:00,310.0,1.01,0.97,1.0,-0.56000006,-35.668793,315.0,1785,0.7805197729492188,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00315000,2025-11-07 20:45:18+00:00,315.0,1.07,1.05,1.08,-0.4899999,-31.41025,137.0,248,0.7587914746093751,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00320000,2025-11-07 20:59:12+00:00,320.0,1.19,1.15,1.18,-0.5,-29.585796,263.0,361,0.7390162817382812,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00325000,2025-11-07 20:15:00+00:00,325.0,1.22,1.26,1.29,-0.64,-34.408604,92.0,286,0.7192410888671875,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00330000,2025-11-07 20:40:36+00:00,330.0,1.48,1.39,1.43,-0.5799999,-28.155336,188.0,357,0.7009307250976562,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00335000,2025-11-07 20:19:37+00:00,335.0,1.5,1.55,1.59,-0.73,-32.735424,73.0,213,0.6835969140625001,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00340000,2025-11-07 20:39:01+00:00,340.0,1.78,1.74,1.78,-0.56999993,-24.255318,324.0,377,0.667239655761719,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00345000,2025-11-07 20:58:25+00:00,345.0,1.99,1.97,2.01,-0.6400001,-24.334604,206.0,444,0.6523472265625001,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00350000,2025-11-07 20:56:14+00:00,350.0,2.31,2.24,2.28,-0.42000008,-15.384618,249.0,899,0.6380651428222657,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00355000,2025-11-07 20:36:49+00:00,355.0,2.6,2.56,2.6,-0.48000002,-15.584416,184.0,326,0.6248816809082032,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00360000,2025-11-07 20:58:21+00:00,360.0,2.94,2.94,2.99,-0.6199999,-17.415728,359.0,693,0.6129189099121095,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00365000,2025-11-07 20:58:51+00:00,365.0,3.39,3.4,3.45,-0.7099998,-17.317068,554.0,396,0.6020547607421877,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00370000,2025-11-07 20:56:36+00:00,370.0,4.1,3.9,4.0,-0.3000002,-6.818186,423.0,1016,0.5913126806640626,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00375000,2025-11-07 20:57:25+00:00,375.0,4.75,4.55,4.65,-0.1500001,-3.0612264,211.0,603,0.582889913330078,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00380000,2025-11-07 20:53:49+00:00,380.0,5.64,5.3,5.4,-0.01999998,-0.35335657,1163.0,2724,0.5748943878173829,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00385000,2025-11-07 20:58:37+00:00,385.0,6.15,6.2,6.25,-0.25,-3.90625,160.0,834,0.5677533459472657,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00390000,2025-11-07 20:59:12+00:00,390.0,7.3,7.2,7.3,0.32000017,4.5845294,1711.0,1842,0.5618940295410157,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00395000,2025-11-07 20:54:57+00:00,395.0,8.8,8.35,8.45,1.1400003,14.882511,243.0,1103,0.555790574951172,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00400000,2025-11-07 20:55:53+00:00,400.0,9.74,9.65,9.8,0.53999996,5.869565,1841.0,2574,0.5508467767333984,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00405000,2025-11-07 20:57:17+00:00,405.0,11.52,11.2,11.3,1.2200003,11.844663,332.0,676,0.5472457385253908,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00410000,2025-11-07 20:54:38+00:00,410.0,12.94,12.9,13.0,1.2799997,10.977699,508.0,1101,0.5439193557739258,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00415000,2025-11-07 20:58:26+00:00,415.0,14.77,14.8,14.95,1.75,13.440859,517.0,1888,0.5419967675781252,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00420000,2025-11-07 20:58:21+00:00,420.0,16.8,16.9,17.05,1.9199991,12.903219,808.0,9207,0.5398605584716798,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00425000,2025-11-07 20:52:14+00:00,425.0,19.2,19.25,19.4,2.540001,15.246103,1397.0,1193,0.5394943511962893,False,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00430000,2025-11-07 20:59:38+00:00,430.0,21.8,21.75,21.9,3.0699997,16.390816,1292.0,3903,0.538212625732422,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00435000,2025-11-07 20:54:40+00:00,435.0,24.64,24.5,24.65,3.6399994,17.33333,267.0,403,0.5385788330078126,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00440000,2025-11-07 20:58:26+00:00,440.0,27.3,27.4,27.6,4.0999985,17.672405,242.0,1015,0.5388840057373048,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00445000,2025-11-07 20:52:44+00:00,445.0,30.4,30.5,30.7,4.799999,18.749996,341.0,2049,0.539189178466797,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00450000,2025-11-07 20:53:29+00:00,450.0,33.77,33.8,34.0,5.8100014,20.77969,238.0,1234,0.5403793521118166,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00455000,2025-11-07 20:52:50+00:00,455.0,37.32,37.25,37.5,6.3199997,20.387094,95.0,401,0.5420578021240237,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00460000,2025-11-07 20:52:50+00:00,460.0,41.02,40.85,41.2,6.970001,20.4699,99.0,458,0.5444991839599609,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00465000,2025-11-07 20:35:27+00:00,465.0,43.42,44.65,44.9,6.2699966,16.877514,85.0,198,0.5459029785156251,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00470000,2025-11-07 19:29:55+00:00,470.0,46.55,48.55,48.75,5.16,12.46678,78.0,439,0.5472457385253908,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00475000,2025-11-07 20:46:06+00:00,475.0,51.05,52.55,52.8,6.049999,13.444443,26.0,70,0.5496260858154298,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00480000,2025-11-07 20:21:22+00:00,480.0,54.55,56.65,56.9,9.0,19.758507,23.0,128,0.5509078112792969,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00485000,2025-11-07 14:41:27+00:00,485.0,63.1,60.9,61.15,10.699997,20.41984,3.0,13,0.5540205731201173,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00490000,2025-11-07 14:38:37+00:00,490.0,68.68,65.2,65.5,14.720001,27.279469,7.0,16,0.556767127685547,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00495000,2025-11-06 20:17:39+00:00,495.0,66.2,69.45,70.5,8.149998,14.039618,13.0,60,0.5686688641357422,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00500000,2025-11-07 20:46:06+00:00,500.0,72.3,73.55,75.35,9.700005,15.495215,17.0,283,0.5722088677978516,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00505000,2025-11-07 18:47:15+00:00,505.0,77.55,78.1,79.55,7.2800064,10.360049,17.0,30,0.5681195532226562,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00510000,2025-11-07 20:16:15+00:00,510.0,77.75,83.05,84.2,8.599998,12.4367285,21.0,41,0.5819133605957032,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00515000,2025-11-07 16:11:50+00:00,515.0,90.5,87.6,88.95,26.089996,40.506126,2.0,6,0.5863078479003907,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00520000,2025-11-06 14:33:06+00:00,520.0,97.1,92.3,93.65,29.299995,43.215332,1.0,21,0.5914347497558594,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00525000,2025-11-07 16:06:38+00:00,525.0,98.5,97.0,98.4,17.449997,21.529917,1.0,21,0.5958292370605469,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00530000,2025-11-07 17:01:12+00:00,530.0,107.25,101.8,103.2,20.089996,23.049559,6.0,19,0.6032754516601564,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00535000,2025-11-07 18:54:52+00:00,535.0,106.25,106.55,107.25,16.300003,18.121183,7.0,18,0.5778850805664062,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00540000,2025-11-07 18:05:13+00:00,540.0,114.4,109.2,114.15,20.25,21.508232,1.0,8,0.5765423205566407,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00545000,2025-11-05 19:41:23+00:00,545.0,115.95,115.45,119.0,29.799995,34.590824,1.0,1,0.6418492846679689,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00550000,2025-11-06 19:26:53+00:00,550.0,103.55,120.5,122.5,0.0,0.0,1.0,16,0.5946085461425781,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00555000,2025-11-07 20:58:43+00:00,555.0,126.25,125.35,127.4,16.849998,15.402192,15.0,2,0.5976602734375001,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00560000,2025-11-07 20:46:06+00:00,560.0,128.8,130.25,132.3,17.950005,16.193058,5.0,2,0.6020547607421877,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00565000,2025-11-07 15:18:43+00:00,565.0,131.5,135.15,137.15,8.0,6.477733,1.0,18,0.6010782080078126,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00570000,2025-10-31 13:51:15+00:00,570.0,124.25,140.05,142.1,0.0,0.0,15.0,15,0.6052285571289064,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00575000,2025-11-04 15:15:08+00:00,575.0,117.8,145.0,147.0,0.0,0.0,20.0,20,0.6079140771484376,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00580000,2025-11-07 17:34:54+00:00,580.0,151.85,149.95,152.0,23.90001,18.67918,2.0,15,0.6181678808593751,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00590000,2025-11-07 16:01:01+00:00,590.0,160.25,159.8,161.9,31.800003,24.756718,2.0,31,0.6210975390625001,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00600000,2025-11-06 15:52:03+00:00,600.0,153.8,169.7,171.8,0.0,0.0,6.0,17,0.622074091796875,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00605000,2025-11-06 18:24:05+00:00,605.0,160.15,174.65,176.8,0.0,0.0,1.0,2,0.6274451318359376,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00615000,2025-10-31 16:26:07+00:00,615.0,162.15,184.55,186.8,0.0,0.0,2.0,2,0.6347692773437501,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00700000,2025-10-23 17:04:27+00:00,700.0,256.35,268.85,272.35,0.0,0.0,,0,0.7861349511718749,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251128P00750000,2025-10-22 19:10:00+00:00,750.0,312.7,318.85,322.4,0.0,0.0,,0,0.8994150683593749,True,REGULAR,USD,put,TSLA,2025-11-28
TSLA251205C00180000,2025-10-30 14:06:25+00:00,180.0,270.36,248.0,253.0,0.0,0.0,,2,1.5913106372070311,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00240000,2025-11-03 16:00:50+00:00,240.0,231.0,190.0,192.0,0.0,0.0,2.0,8,1.1904337353515624,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00250000,2025-11-07 15:52:08+00:00,250.0,180.94,178.7,182.15,-15.179993,-7.7401557,18.0,3,1.0256396374511718,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00260000,2025-11-07 15:21:55+00:00,260.0,176.65,168.85,172.3,-21.740005,-10.958217,3.0,2,0.9853517089843751,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00265000,2025-11-07 16:50:16+00:00,265.0,161.65,165.35,167.35,-21.300003,-11.642527,19.0,2,1.0546922265625,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00270000,2025-11-07 17:37:42+00:00,270.0,160.55,160.4,162.4,-16.199997,-9.165486,1.0,3,1.0253954980468751,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00285000,2025-11-07 20:15:13+00:00,285.0,153.55,145.45,147.65,-8.839996,-5.4436827,1.0,28,0.9383551086425781,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00290000,2025-11-07 20:22:39+00:00,290.0,145.1,140.0,142.7,-13.5,-8.511979,3.0,6,0.885743330078125,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00295000,2025-11-07 20:59:55+00:00,295.0,136.6,135.85,137.85,-21.579987,-13.642677,4.0,11,0.8985605847167968,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00300000,2025-11-07 20:10:34+00:00,300.0,138.19,130.75,132.95,-12.720001,-8.428865,4.0,24,0.8654798608398437,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00305000,2025-11-07 20:58:52+00:00,305.0,127.45,125.85,128.05,-19.520004,-13.281626,5.0,5,0.8405777661132812,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00310000,2025-11-07 20:49:15+00:00,310.0,123.15,121.05,123.15,-15.849998,-11.402877,2.0,2,0.8193377441406249,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00320000,2025-11-07 20:48:39+00:00,320.0,114.12,111.0,113.45,-11.729996,-9.320617,4.0,8,0.7633080310058593,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00325000,2025-11-07 14:41:22+00:00,325.0,107.29,107.15,108.7,-10.260002,-8.728203,1.0,27,0.7751487329101563,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00330000,2025-11-07 15:03:56+00:00,330.0,101.9,101.4,103.9,-11.900002,-10.456943,11.0,26,0.7258328198242188,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00335000,2025-11-07 20:28:33+00:00,335.0,98.34,96.95,99.15,-35.75,-26.6612,5.0,10,0.7161893615722656,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00345000,2025-11-07 20:15:13+00:00,345.0,95.55,88.0,89.15,-12.599998,-11.650484,4.0,12,0.6772493212890626,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00350000,2025-11-07 20:49:15+00:00,350.0,85.3,83.3,84.55,-16.009995,-15.802977,15.0,30,0.6604037866210939,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00355000,2025-11-07 14:54:12+00:00,355.0,78.5,79.05,80.8,-30.86,-28.218729,1.0,12,0.6694368994140626,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00360000,2025-11-07 18:43:41+00:00,360.0,79.64,73.15,76.2,-6.959999,-8.03695,46.0,59,0.6247596118164063,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00365000,2025-11-07 18:39:43+00:00,365.0,72.47,68.8,71.8,-19.729996,-21.399128,20.0,14,0.6143837390136719,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00370000,2025-11-07 20:44:01+00:00,370.0,69.0,64.6,66.95,-10.650002,-13.370999,23.0,57,0.5964395825195312,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00375000,2025-11-07 20:54:56+00:00,375.0,62.0,61.95,62.75,-14.900002,-19.375814,3.0,430,0.612979944458008,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00380000,2025-11-07 20:56:57+00:00,380.0,58.15,57.95,58.7,-19.0,-24.627348,16.0,39,0.6054726953125001,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00385000,2025-11-07 19:46:12+00:00,385.0,60.22,54.4,54.6,-11.979996,-16.592793,17.0,59,0.6009561389160158,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00390000,2025-11-07 20:27:08+00:00,390.0,52.33,50.6,50.85,-17.199997,-24.737518,50.0,80,0.5946085461425781,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00395000,2025-11-07 19:55:38+00:00,395.0,52.32,47.0,47.2,-15.779999,-23.171804,23.0,30,0.5892375061035158,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00400000,2025-11-07 20:59:01+00:00,400.0,44.0,43.5,43.75,-15.07,-25.512106,116.0,138,0.5845378460693358,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00405000,2025-11-07 20:01:44+00:00,405.0,45.8,40.2,40.5,-16.900002,-26.95375,27.0,68,0.5814250842285156,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00410000,2025-11-07 20:31:36+00:00,410.0,38.55,37.1,37.35,-16.400002,-29.845316,54.0,78,0.5785564605712892,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00415000,2025-11-07 20:59:51+00:00,415.0,34.3,34.15,34.4,-14.799999,-30.142567,64.0,82,0.5764202514648438,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00420000,2025-11-07 20:46:05+00:00,420.0,32.85,31.4,31.65,-12.370003,-27.355158,146.0,260,0.5754131814575195,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00425000,2025-11-07 20:58:19+00:00,425.0,29.15,28.8,29.0,-13.019999,-30.875027,2545.0,234,0.5738568005371094,True,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00430000,2025-11-07 20:59:57+00:00,430.0,26.65,26.35,26.6,-13.699999,-33.95291,3311.0,168,0.5734295587158205,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00435000,2025-11-07 20:59:48+00:00,435.0,24.25,24.1,24.3,-13.5,-35.76159,4197.0,168,0.5730633514404297,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00440000,2025-11-07 20:58:02+00:00,440.0,22.27,22.05,22.25,-12.079998,-35.16739,448.0,422,0.574375594177246,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00445000,2025-11-07 20:58:10+00:00,445.0,20.42,20.1,20.3,-11.33,-35.68504,423.0,645,0.5748333532714844,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00450000,2025-11-07 20:58:42+00:00,450.0,18.65,18.35,18.5,-10.98,-37.057037,527.0,1956,0.5761150787353515,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00455000,2025-11-07 20:51:46+00:00,455.0,16.81,16.7,16.9,-10.690001,-38.872726,267.0,753,0.5778850805664062,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00460000,2025-11-07 20:59:30+00:00,460.0,15.33,15.2,15.4,-10.469999,-40.581394,731.0,1252,0.5796550823974609,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00465000,2025-11-07 20:59:05+00:00,465.0,14.05,13.85,14.0,-9.849999,-41.213387,181.0,764,0.5816387051391602,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00470000,2025-11-07 20:58:07+00:00,470.0,12.65,12.6,12.75,-9.1,-41.83908,559.0,786,0.5839885351562499,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00475000,2025-11-07 20:54:40+00:00,475.0,11.4,11.45,11.65,-8.640001,-43.113777,185.0,555,0.586918193359375,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00480000,2025-11-07 20:59:44+00:00,480.0,10.55,10.45,10.55,-7.95,-42.972973,3694.0,39656,0.5893595751953126,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00485000,2025-11-07 20:54:19+00:00,485.0,9.9,9.5,9.6,-7.34,-42.57541,129.0,509,0.5920450952148439,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00490000,2025-11-07 20:54:42+00:00,490.0,8.74,8.65,8.75,-7.2200003,-45.238094,331.0,523,0.5952799261474608,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00495000,2025-11-07 20:51:10+00:00,495.0,8.0,7.85,8.0,-6.71,-45.61523,220.0,222,0.5985757916259766,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00500000,2025-11-07 20:58:04+00:00,500.0,7.3,7.2,7.3,-6.2,-45.925922,3025.0,2578,0.6028482098388674,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00505000,2025-11-07 20:45:18+00:00,505.0,6.8,6.55,6.65,-5.75,-45.81673,150.0,205,0.6059609716796877,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00510000,2025-11-07 20:57:16+00:00,510.0,6.05,6.0,6.1,-5.6499996,-48.290596,186.0,511,0.6105385626220705,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00515000,2025-11-07 20:59:39+00:00,515.0,5.5,5.45,5.55,-5.25,-48.837208,219.0,621,0.6133461517333985,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00520000,2025-11-07 20:57:46+00:00,520.0,5.1,5.0,5.1,-4.85,-48.743717,257.0,283,0.6180458117675782,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00525000,2025-11-07 20:56:02+00:00,525.0,4.7,4.6,4.7,-4.58,-49.353447,87.0,939,0.6231116790771485,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00530000,2025-11-07 20:52:33+00:00,530.0,4.35,4.2,4.3,-4.07,-48.33729,140.0,358,0.6267127172851563,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00535000,2025-11-07 20:54:46+00:00,535.0,3.95,3.85,3.95,-4.01,-50.376884,69.0,215,0.6309241009521485,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00540000,2025-11-07 20:36:25+00:00,540.0,3.95,3.55,3.65,-4.1000004,-50.93168,114.0,236,0.6359899682617188,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00545000,2025-11-07 20:56:48+00:00,545.0,3.31,3.25,3.35,-3.4900002,-51.323532,58.0,76,0.6397741101074219,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00550000,2025-11-07 20:54:48+00:00,550.0,3.1,3.0,3.1,-3.2000003,-50.793655,629.0,586,0.6447789428710937,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00555000,2025-11-07 20:35:28+00:00,555.0,3.11,2.8,2.86,-2.8100002,-47.466217,39.0,87,0.6502110174560547,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00560000,2025-11-07 20:20:41+00:00,560.0,3.02,2.59,2.65,-2.4,-44.28044,90.0,183,0.6551548156738283,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00565000,2025-11-07 20:53:15+00:00,565.0,2.5,2.4,2.46,-3.2600002,-56.597225,39.0,111,0.6601596484375001,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00570000,2025-11-07 20:46:44+00:00,570.0,2.45,2.22,2.28,-2.4999998,-50.505047,60.0,139,0.6647982739257814,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00575000,2025-11-07 16:38:46+00:00,575.0,2.16,2.06,2.12,-2.7899997,-56.363632,12.0,108,0.6696810375976563,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00580000,2025-11-07 20:33:34+00:00,580.0,1.97,1.92,1.98,-2.1299999,-51.951218,327.0,413,0.6750520776367189,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00585000,2025-11-07 20:34:33+00:00,585.0,1.99,1.78,1.84,-2.41,-54.772728,126.0,191,0.6795686340332032,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00590000,2025-11-07 19:44:57+00:00,590.0,2.15,1.67,1.72,-2.0,-48.19277,113.0,186,0.6850617431640625,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00595000,2025-11-07 15:33:29+00:00,595.0,2.03,1.55,1.6,-1.9300001,-48.737373,17.0,83,0.6894562304687502,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00600000,2025-11-07 20:54:47+00:00,600.0,1.5,1.45,1.5,-1.6700001,-52.681385,120.0,552,0.6947052014160158,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00605000,2025-11-07 19:59:51+00:00,605.0,1.78,1.36,1.4,-1.4200001,-44.375004,16.0,169,0.6997100341796876,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00610000,2025-11-07 19:40:10+00:00,610.0,1.54,1.27,1.31,-1.27,-45.19573,106.0,119,0.7043486596679689,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00615000,2025-11-06 20:30:26+00:00,615.0,1.47,1.19,1.23,-1.45,-49.657536,8.0,37,0.7094755615234375,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00620000,2025-11-07 19:10:45+00:00,620.0,1.31,1.11,1.15,-1.1300001,-46.31148,54.0,169,0.7137479797363282,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00625000,2025-11-07 20:40:03+00:00,625.0,1.2,1.04,1.08,-1.0799999,-47.36842,16.0,27,0.7185086743164062,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00630000,2025-11-07 20:57:06+00:00,630.0,1.02,0.98,1.02,-1.2,-54.054058,65.0,159,0.7236355761718749,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00640000,2025-11-07 16:52:33+00:00,640.0,1.09,0.86,0.9,-0.78999996,-42.021275,24.0,118,0.7326686889648437,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00650000,2025-11-07 18:28:33+00:00,650.0,0.85,0.76,0.8,-1.05,-55.263157,54.0,193,0.7417018017578124,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00660000,2025-11-07 17:29:44+00:00,660.0,0.8,0.67,0.71,-0.73999995,-48.05195,179.0,71,0.7502466381835937,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00670000,2025-11-07 19:44:13+00:00,670.0,0.74,0.59,0.63,-0.59000003,-44.360905,11.0,187,0.7583031982421876,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00680000,2025-11-07 20:54:54+00:00,680.0,0.55,0.53,0.56,-0.60999995,-52.586205,15.0,48,0.7670921728515626,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00690000,2025-11-07 20:06:42+00:00,690.0,0.6,0.47,0.5,-0.6999999,-53.84615,17.0,27,0.7749045947265626,False,REGULAR,USD,call,TSLA,2025-12-05
TSLA251205C00700000,2025-11-07 19:53:03+00:00,700.0,0.53,0.42,0.45,-0.5500001,-50.92593,152.0,463,0.7832052929687501,False,REGULAR,USD,call,TSLA,2025-12-05
